EmployeeNumber,EmployeeName,Month,Year,BaseSalary,OvertimePay,Bonus,TotalCompensation
13,Ryan Munoz,3,2025,5237.0,0.0,265.11,5502.11
13,Ryan Munoz,4,2025,5237.0,0.0,0.0,5237.0
13,Ryan Munoz,5,2025,5237.0,0.0,0.0,5237.0
13,Ryan Munoz,6,2025,5750.22,0.0,499.94,6250.16
13,Ryan Munoz,7,2025,5750.22,0.0,0.0,5750.22
13,Ryan Munoz,8,2025,5750.22,0.0,0.0,5750.22
13,Ryan Munoz,9,2025,5750.22,0.0,315.63,6065.85
13,Ryan Munoz,10,2025,5750.22,0.0,0.0,5750.22
13,Ryan Munoz,11,2025,5750.22,0.0,0.0,5750.22
13,Ryan Munoz,12,2025,5750.22,0.0,243.37,5993.59
14,Monica Herrera,1,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,2,2024,2426.0,,0.0,2426.0
14,Monica Herrera,3,2024,2426.0,0.0,212.81,2638.81
14,Monica Herrera,4,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,5,2024,2426.0,264.58,0.0,2690.58
14,Monica Herrera,6,2024,2426.0,0.0,144.82,2570.82
14,Monica Herrera,7,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,8,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,9,2024,2426.0,0.0,190.41,2616.41
14,Monica Herrera,10,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,11,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,12,2024,2426.0,,233.76,2659.76
14,Monica Herrera,1,2025,2426.0,0.0,0.0,2426.0
14,Monica Herrera,2,2025,2426.0,0.0,0.0,2426.0
14,Monica Herrera,3,2025,2617.45,0.0,255.86,2873.31
14,Monica Herrera,4,2025,2617.45,0.0,0.0,2617.45
14,Monica Herrera,5,2025,2617.45,0.0,0.0,2617.45
14,Monica Herrera,6,2025,2617.45,0.0,219.11,2836.57
14,Monica Herrera,7,2025,2617.45,0.0,0.0,2617.45
14,Monica Herrera,8,2025,2617.45,0.0,0.0,2617.45
14,Monica Herrera,9,2025,2617.45,0.0,165.19,2782.64
14,Monica Herrera,10,2025,2617.45,0.0,0.0,2617.45
14,Monica Herrera,11,2025,2617.45,0.0,0.0,2617.45
14,Monica Herrera,12,2025,2617.45,,104.96,2722.41
15,Jamie Arnold,1,2024,4193.0,247.13,0.0,4440.13
15,Jamie Arnold,2,2024,4193.0,294.22,0.0,4487.22
15,Jamie Arnold,3,2024,4193.0,286.12,259.35,4738.47
15,Jamie Arnold,4,2024,4193.0,151.34,0.0,4344.34
15,Jamie Arnold,5,2024,4193.0,372.69,0.0,4565.69
15,Jamie Arnold,6,2024,4193.0,368.28,246.69,4807.97
15,Jamie Arnold,7,2024,4193.0,0.0,0.0,4193.0
15,Jamie Arnold,8,2024,4193.0,336.08,0.0,4529.08
15,Jamie Arnold,9,2024,4193.0,305.93,245.53,4744.46
15,Jamie Arnold,10,2024,4193.0,,0.0,4350.4
15,Jamie Arnold,11,2024,4193.0,282.53,0.0,4475.53
15,Jamie Arnold,12,2024,4193.0,292.33,199.74,4685.07
15,Jamie Arnold,1,2025,4193.0,234.52,0.0,4427.52
15,Jamie Arnold,2,2025,4193.0,0.0,0.0,4193.0
15,Jamie Arnold,3,2025,4193.0,315.15,394.85,4903.0
15,Jamie Arnold,4,2025,4193.0,,0.0,4579.27
15,Jamie Arnold,5,2025,4193.0,572.7,0.0,4765.7
15,Jamie Arnold,6,2025,4696.15,400.29,187.96,5284.4
15,Jamie Arnold,7,2025,4696.15,411.98,0.0,5108.13
15,Jamie Arnold,8,2025,4696.15,365.2,0.0,5061.36
15,Jamie Arnold,9,2025,4696.15,105.37,372.32,5173.84
15,Jamie Arnold,10,2025,4696.15,371.96,0.0,5068.11
15,Jamie Arnold,11,2025,4696.15,384.18,0.0,5080.33
15,Jamie Arnold,12,2025,4696.15,722.73,321.18,5740.06
16,Lisa Hensley,1,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,2,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,3,2024,2911.0,0.0,224.6,3135.6
16,Lisa Hensley,4,2024,2911.0,216.08,0.0,3127.08
16,Lisa Hensley,5,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,6,2024,2911.0,0.0,170.66,3081.66
16,Lisa Hensley,7,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,8,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,9,2024,2911.0,259.21,288.29,3458.51
16,Lisa Hensley,10,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,11,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,12,2024,2911.0,0.0,271.21,3182.21
16,Lisa Hensley,1,2025,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,2,2025,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,3,2025,2911.0,0.0,186.24,3097.24
16,Lisa Hensley,4,2025,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,5,2025,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,6,2025,3335.06,0.0,305.58,3640.64
16,Lisa Hensley,7,2025,3335.06,0.0,0.0,3335.06
16,Lisa Hensley,8,2025,3335.06,0.0,0.0,3335.06
16,Lisa Hensley,9,2025,3335.06,0.0,294.31,3629.37
16,Lisa Hensley,10,2025,3335.06,0.0,0.0,3335.06
16,Lisa Hensley,11,2025,3335.06,0.0,0.0,3335.06
16,Lisa Hensley,12,2025,3335.06,,316.99,3652.05
18,Michele Williams,1,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,2,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,3,2024,2661.0,0.0,201.51,2862.51
18,Michele Williams,4,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,5,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,6,2024,2661.0,0.0,221.28,2882.28
18,Michele Williams,7,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,8,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,9,2024,2661.0,0.0,249.69,2910.69
18,Michele Williams,10,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,11,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,12,2024,2951.95,0.0,161.87,3113.82
18,Michele Williams,1,2025,2951.95,0.0,0.0,2951.95
18,Michele Williams,2,2025,2951.95,0.0,0.0,2951.95
18,Michele Williams,3,2025,2951.95,0.0,229.09,3181.04
18,Michele Williams,4,2025,2951.95,0.0,0.0,2951.95
18,Michele Williams,5,2025,2951.95,233.08,0.0,3185.04
18,Michele Williams,6,2025,2951.95,0.0,166.2,3118.16
18,Michele Williams,7,2025,2951.95,0.0,0.0,2951.95
18,Michele Williams,8,2025,2951.95,0.0,0.0,2951.95
18,Michele Williams,9,2025,2951.95,0.0,159.04,3110.99
18,Michele Williams,10,2025,2951.95,0.0,0.0,2951.95
18,Michele Williams,11,2025,2951.95,0.0,0.0,2951.95
18,Michele Williams,12,2025,2951.95,132.66,190.27,3274.88
19,Dylan Miller,1,2024,2028.0,231.77,0.0,2259.77
19,Dylan Miller,2,2024,2028.0,0.0,0.0,2028.0
19,Dylan Miller,3,2024,2028.0,207.99,174.79,2410.78
19,Dylan Miller,4,2024,2028.0,0.0,0.0,2028.0
19,Dylan Miller,5,2024,2028.0,210.37,0.0,2238.37
19,Dylan Miller,6,2024,2028.0,0.0,151.17,2179.17
19,Dylan Miller,7,2024,2028.0,106.91,0.0,2134.91
19,Dylan Miller,8,2024,2028.0,0.0,0.0,2028.0
19,Dylan Miller,9,2024,2028.0,,128.57,2404.16
19,Dylan Miller,10,2024,2028.0,0.0,0.0,2028.0
19,Dylan Miller,11,2024,2028.0,0.0,0.0,2028.0
19,Dylan Miller,12,2024,2028.0,76.95,170.51,2275.46
19,Dylan Miller,1,2025,2028.0,0.0,0.0,2028.0
19,Dylan Miller,2,2025,2028.0,0.0,0.0,2028.0
19,Dylan Miller,3,2025,2028.0,197.94,114.33,2340.28
19,Dylan Miller,4,2025,2252.24,328.18,0.0,2580.42
19,Dylan Miller,5,2025,2252.24,113.25,0.0,2365.49
19,Dylan Miller,6,2025,2252.24,141.92,197.95,2592.1
19,Dylan Miller,7,2025,2252.24,186.91,0.0,2439.15
19,Dylan Miller,8,2025,2252.24,0.0,0.0,2252.24
19,Dylan Miller,9,2025,2252.24,0.0,222.62,2474.85
19,Dylan Miller,10,2025,2252.24,146.16,0.0,2398.4
19,Dylan Miller,11,2025,2252.24,0.0,0.0,2252.24
19,Dylan Miller,12,2025,2252.24,75.41,179.68,2507.32
20,Brian Ramirez,1,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,2,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,3,2024,9980.0,818.93,626.21,11425.14
20,Brian Ramirez,4,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,5,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,6,2024,9980.0,0.0,626.22,10606.22
20,Brian Ramirez,7,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,8,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,9,2024,9980.0,0.0,448.25,10428.25
20,Brian Ramirez,10,2024,9980.0,,0.0,10460.35
20,Brian Ramirez,11,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,12,2024,11312.9,0.0,690.06,12002.96
20,Brian Ramirez,1,2025,11312.9,0.0,0.0,11312.9
20,Brian Ramirez,2,2025,11312.9,0.0,0.0,11312.9
20,Brian Ramirez,3,2025,11312.9,0.0,964.47,12277.37
20,Brian Ramirez,4,2025,11312.9,0.0,0.0,11312.9
20,Brian Ramirez,5,2025,11312.9,0.0,0.0,11312.9
20,Brian Ramirez,6,2025,11312.9,,555.95,12934.62
20,Brian Ramirez,7,2025,11312.9,0.0,0.0,11312.9
20,Brian Ramirez,8,2025,11312.9,0.0,0.0,11312.9
20,Brian Ramirez,9,2025,11312.9,0.0,600.46,11913.37
20,Brian Ramirez,10,2025,11312.9,0.0,0.0,11312.9
20,Brian Ramirez,11,2025,11312.9,0.0,0.0,11312.9
20,Brian Ramirez,12,2025,11312.9,0.0,864.7,12177.6
21,Holly Wood,1,2024,3298.0,0.0,0.0,3298.0
21,Holly Wood,2,2024,3298.0,172.87,0.0,3470.87
21,Holly Wood,3,2024,3298.0,417.19,246.43,3961.62
21,Holly Wood,4,2024,3298.0,0.0,0.0,3298.0
21,Holly Wood,5,2024,3298.0,186.34,0.0,3484.34
21,Holly Wood,6,2024,3298.0,0.0,206.19,3504.19
21,Holly Wood,7,2024,3298.0,0.0,0.0,3298.0
21,Holly Wood,8,2024,3298.0,231.98,0.0,3529.98
21,Holly Wood,9,2024,3298.0,344.33,296.27,3938.6
21,Holly Wood,10,2024,3298.0,142.06,0.0,3440.06
21,Holly Wood,11,2024,3298.0,286.34,0.0,3584.34
21,Holly Wood,12,2024,3298.0,393.17,267.32,3958.49
21,Holly Wood,1,2025,3298.0,,0.0,3298.0
21,Holly Wood,2,2025,3298.0,0.0,0.0,3298.0
21,Holly Wood,3,2025,3298.0,104.8,140.05,3542.84
21,Holly Wood,4,2025,3298.0,282.11,0.0,3580.11
21,Holly Wood,5,2025,3770.89,331.07,0.0,4101.96
21,Holly Wood,6,2025,3770.89,390.12,297.34,4458.35
21,Holly Wood,7,2025,3770.89,161.74,0.0,3932.63
21,Holly Wood,8,2025,3770.89,152.29,0.0,3923.18
21,Holly Wood,9,2025,3770.89,360.72,248.92,4380.53
21,Holly Wood,10,2025,3770.89,335.27,0.0,4106.16
21,Holly Wood,11,2025,3770.89,0.0,0.0,3770.89
21,Holly Wood,12,2025,3770.89,330.01,185.45,4286.35
22,Derek Zuniga,1,2024,2935.0,0.0,0.0,2935.0
22,Derek Zuniga,2,2024,2935.0,265.3,0.0,3200.3
22,Derek Zuniga,3,2024,2935.0,0.0,212.17,3147.17
22,Derek Zuniga,4,2024,2935.0,174.92,0.0,3109.92
22,Derek Zuniga,5,2024,2935.0,255.25,0.0,3190.25
22,Derek Zuniga,6,2024,2935.0,260.61,164.66,3360.27
22,Derek Zuniga,7,2024,2935.0,0.0,0.0,2935.0
22,Derek Zuniga,8,2024,2935.0,0.0,0.0,2935.0
22,Derek Zuniga,9,2024,2935.0,171.9,272.66,3379.56
