EmployeeNumber,EmployeeName,Month,Year,BaseSalary,OvertimePay,Bonus,TotalCompensation
13,Ryan Munoz,3,2025,5910.62,0.0,0.0,5910.62
13,Ryan Munoz,4,2025,5910.62,0.0,0.0,5910.62
13,Ryan Munoz,5,2025,5910.62,0.0,0.0,5910.62
13,Ryan Munoz,6,2025,5910.62,0.0,490.92,6401.54
13,Ryan Munoz,7,2025,5910.62,0.0,0.0,5910.62
13,Ryan Munoz,8,2025,5910.62,0.0,0.0,5910.62
13,Ryan Munoz,9,2025,5910.62,0.0,490.92,6401.54
13,Ryan Munoz,10,2025,5910.62,0.0,0.0,5910.62
13,Ryan Munoz,11,2025,5910.62,0.0,0.0,5910.62
13,Ryan Munoz,12,2025,5910.62,0.0,490.92,6401.54
14,Monica Herrera,1,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,2,2024,2426.0,,0.0,2426.0
14,Monica Herrera,3,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,4,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,5,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,6,2024,2426.0,0.0,178.54,2604.54
14,Monica Herrera,7,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,8,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,9,2024,2426.0,0.0,178.54,2604.54
14,Monica Herrera,10,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,11,2024,2426.0,0.0,0.0,2426.0
14,Monica Herrera,12,2024,2658.84,,195.67,2854.52
14,Monica Herrera,1,2025,2658.84,0.0,0.0,2658.84
14,Monica Herrera,2,2025,2658.84,0.0,0.0,2658.84
14,Monica Herrera,3,2025,2658.84,0.0,195.67,2854.52
14,Monica Herrera,4,2025,2658.84,0.0,0.0,2658.84
14,Monica Herrera,5,2025,2658.84,0.0,0.0,2658.84
14,Monica Herrera,6,2025,2658.84,0.0,195.67,2854.52
14,Monica Herrera,7,2025,2658.84,0.0,0.0,2658.84
14,Monica Herrera,8,2025,2658.84,0.0,0.0,2658.84
14,Monica Herrera,9,2025,2658.84,0.0,195.67,2854.52
14,Monica Herrera,10,2025,2658.84,0.0,0.0,2658.84
14,Monica Herrera,11,2025,2658.84,0.0,0.0,2658.84
14,Monica Herrera,12,2025,2658.84,,195.67,3024.97
15,Jamie Arnold,1,2024,4193.0,0.0,0.0,4193.0
15,Jamie Arnold,2,2024,4193.0,400.0,0.0,4593.0
15,Jamie Arnold,3,2024,4193.0,0.0,268.27,4461.27
15,Jamie Arnold,4,2024,4193.0,0.0,0.0,4193.0
15,Jamie Arnold,5,2024,4193.0,347.65,0.0,4540.65
15,Jamie Arnold,6,2024,4193.0,0.0,268.27,4461.27
15,Jamie Arnold,7,2024,4193.0,457.29,0.0,4650.29
15,Jamie Arnold,8,2024,4193.0,247.13,0.0,4440.13
15,Jamie Arnold,9,2024,4193.0,294.22,268.27,4755.49
15,Jamie Arnold,10,2024,4193.0,,0.0,4479.12
15,Jamie Arnold,11,2024,4193.0,151.34,0.0,4344.34
15,Jamie Arnold,12,2024,4193.0,372.69,268.27,4833.96
15,Jamie Arnold,1,2025,4193.0,368.28,0.0,4561.28
15,Jamie Arnold,2,2025,4752.32,380.91,0.0,5133.23
15,Jamie Arnold,3,2025,4752.32,346.74,0.0,5099.06
15,Jamie Arnold,4,2025,4752.32,,0.0,4930.71
15,Jamie Arnold,5,2025,4752.32,320.21,0.0,5072.53
15,Jamie Arnold,6,2025,4752.32,331.32,304.06,5387.7
15,Jamie Arnold,7,2025,4752.32,265.8,0.0,5018.12
15,Jamie Arnold,8,2025,4752.32,357.19,0.0,5109.51
15,Jamie Arnold,9,2025,4752.32,437.79,304.06,5494.16
15,Jamie Arnold,10,2025,4752.32,649.1,0.0,5401.41
15,Jamie Arnold,11,2025,4752.32,0.0,0.0,4752.32
15,Jamie Arnold,12,2025,4752.32,405.07,304.06,5461.45
16,Lisa Hensley,1,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,2,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,3,2024,2911.0,0.0,173.41,3084.41
16,Lisa Hensley,4,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,5,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,6,2024,2911.0,0.0,173.41,3084.41
16,Lisa Hensley,7,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,8,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,9,2024,2911.0,0.0,173.41,3084.41
16,Lisa Hensley,10,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,11,2024,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,12,2024,2911.0,0.0,173.41,3084.41
16,Lisa Hensley,1,2025,2911.0,0.0,0.0,2911.0
16,Lisa Hensley,2,2025,3308.92,0.0,0.0,3308.92
16,Lisa Hensley,3,2025,3308.92,0.0,0.0,3308.92
16,Lisa Hensley,4,2025,3308.92,0.0,0.0,3308.92
16,Lisa Hensley,5,2025,3308.92,0.0,0.0,3308.92
16,Lisa Hensley,6,2025,3308.92,0.0,197.12,3506.04
16,Lisa Hensley,7,2025,3308.92,0.0,0.0,3308.92
16,Lisa Hensley,8,2025,3308.92,290.28,0.0,3599.2
16,Lisa Hensley,9,2025,3308.92,0.0,197.12,3506.04
16,Lisa Hensley,10,2025,3308.92,0.0,0.0,3308.92
16,Lisa Hensley,11,2025,3308.92,0.0,0.0,3308.92
16,Lisa Hensley,12,2025,3308.92,,197.12,3506.04
18,Michele Williams,1,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,2,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,3,2024,2661.0,0.0,229.14,2890.14
18,Michele Williams,4,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,5,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,6,2024,2661.0,0.0,229.14,2890.14
18,Michele Williams,7,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,8,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,9,2024,2661.0,0.0,229.14,2890.14
18,Michele Williams,10,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,11,2024,2661.0,0.0,0.0,2661.0
18,Michele Williams,12,2024,2661.0,0.0,229.14,2890.14
18,Michele Williams,1,2025,2661.0,0.0,0.0,2661.0
18,Michele Williams,2,2025,2661.0,0.0,0.0,2661.0
18,Michele Williams,3,2025,3005.51,0.0,258.8,3264.31
18,Michele Williams,4,2025,3005.51,0.0,0.0,3005.51
18,Michele Williams,5,2025,3005.51,0.0,0.0,3005.51
18,Michele Williams,6,2025,3005.51,0.0,258.8,3264.31
18,Michele Williams,7,2025,3005.51,0.0,0.0,3005.51
18,Michele Williams,8,2025,3005.51,0.0,0.0,3005.51
18,Michele Williams,9,2025,3005.51,0.0,0.0,3005.51
18,Michele Williams,10,2025,3005.51,0.0,0.0,3005.51
18,Michele Williams,11,2025,3005.51,0.0,0.0,3005.51
18,Michele Williams,12,2025,3005.51,0.0,258.8,3264.31
19,Dylan Miller,1,2024,2028.0,157.71,0.0,2185.71
19,Dylan Miller,2,2024,2028.0,45.5,0.0,2073.5
19,Dylan Miller,3,2024,2028.0,0.0,112.66,2140.66
19,Dylan Miller,4,2024,2028.0,160.63,0.0,2188.63
19,Dylan Miller,5,2024,2028.0,165.9,0.0,2193.9
19,Dylan Miller,6,2024,2028.0,312.1,112.66,2452.76
19,Dylan Miller,7,2024,2028.0,150.54,0.0,2178.54
19,Dylan Miller,8,2024,2028.0,180.59,0.0,2208.59
19,Dylan Miller,9,2024,2028.0,,112.66,2300.79
19,Dylan Miller,10,2024,2028.0,91.14,0.0,2119.14
19,Dylan Miller,11,2024,2028.0,231.77,0.0,2259.77
19,Dylan Miller,12,2024,2028.0,207.99,112.66,2348.65
19,Dylan Miller,1,2025,2028.0,210.37,0.0,2238.37
19,Dylan Miller,2,2025,2028.0,106.91,0.0,2134.91
19,Dylan Miller,3,2025,2028.0,247.59,112.66,2388.24
19,Dylan Miller,4,2025,2028.0,76.95,0.0,2104.95
19,Dylan Miller,5,2025,2028.0,0.0,0.0,2028.0
19,Dylan Miller,6,2025,2254.54,220.06,125.24,2599.84
19,Dylan Miller,7,2025,2254.54,0.0,0.0,2254.54
19,Dylan Miller,8,2025,2254.54,0.0,0.0,2254.54
19,Dylan Miller,9,2025,2254.54,328.52,125.24,2708.3
19,Dylan Miller,10,2025,2254.54,113.37,0.0,2367.91
19,Dylan Miller,11,2025,2254.54,0.0,0.0,2254.54
19,Dylan Miller,12,2025,2254.54,0.0,0.0,2254.54
20,Brian Ramirez,1,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,2,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,3,2024,9980.0,0.0,839.1,10819.1
20,Brian Ramirez,4,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,5,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,6,2024,9980.0,0.0,839.1,10819.1
20,Brian Ramirez,7,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,8,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,9,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,10,2024,9980.0,,0.0,9980.0
20,Brian Ramirez,11,2024,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,12,2024,9980.0,0.0,839.1,10819.1
20,Brian Ramirez,1,2025,9980.0,628.85,0.0,10608.85
20,Brian Ramirez,2,2025,9980.0,0.0,0.0,9980.0
20,Brian Ramirez,3,2025,11177.29,0.0,939.76,12117.05
20,Brian Ramirez,4,2025,11177.29,0.0,0.0,11177.29
20,Brian Ramirez,5,2025,11177.29,0.0,0.0,11177.29
20,Brian Ramirez,6,2025,11177.29,,939.76,12117.05
20,Brian Ramirez,7,2025,11177.29,0.0,0.0,11177.29
20,Brian Ramirez,8,2025,11177.29,0.0,0.0,11177.29
20,Brian Ramirez,9,2025,11177.29,0.0,939.76,12117.05
20,Brian Ramirez,10,2025,11177.29,0.0,0.0,11177.29
20,Brian Ramirez,11,2025,11177.29,0.0,0.0,11177.29
20,Brian Ramirez,12,2025,11177.29,0.0,939.76,12117.05
21,Holly Wood,1,2024,3298.0,0.0,0.0,3298.0
21,Holly Wood,2,2024,3298.0,273.7,0.0,3571.7
21,Holly Wood,3,2024,3298.0,214.03,145.5,3657.52
21,Holly Wood,4,2024,3298.0,0.0,0.0,3298.0
21,Holly Wood,5,2024,3298.0,110.42,0.0,3408.42
21,Holly Wood,6,2024,3298.0,270.62,145.5,3714.12
21,Holly Wood,7,2024,3298.0,158.74,0.0,3456.74
21,Holly Wood,8,2024,3298.0,0.0,0.0,3298.0
21,Holly Wood,9,2024,3298.0,310.7,145.5,3754.2
21,Holly Wood,10,2024,3298.0,172.87,0.0,3470.87
21,Holly Wood,11,2024,3298.0,417.19,0.0,3715.19
21,Holly Wood,12,2024,3298.0,0.0,145.5,3443.5
21,Holly Wood,1,2025,3298.0,,0.0,3298.0
21,Holly Wood,2,2025,3559.03,201.09,0.0,3760.13
21,Holly Wood,3,2025,3559.03,250.34,157.01,3966.38
21,Holly Wood,4,2025,3559.03,0.0,0.0,3559.03
21,Holly Wood,5,2025,3559.03,371.58,0.0,3930.62
21,Holly Wood,6,2025,3559.03,0.0,157.01,3716.05
21,Holly Wood,7,2025,3559.03,0.0,0.0,3559.03
21,Holly Wood,8,2025,3559.03,153.3,0.0,3712.34
21,Holly Wood,9,2025,3559.03,309.01,0.0,3868.04
21,Holly Wood,10,2025,3559.03,424.29,0.0,3983.32
21,Holly Wood,11,2025,3559.03,113.09,0.0,3672.12
21,Holly Wood,12,2025,3559.03,304.44,157.01,4020.48
22,Derek Zuniga,1,2024,2935.0,0.0,0.0,2935.0
22,Derek Zuniga,2,2024,2935.0,257.68,0.0,3192.68
22,Derek Zuniga,3,2024,2935.0,303.64,290.65,3529.29
22,Derek Zuniga,4,2024,2935.0,125.89,0.0,3060.89
22,Derek Zuniga,5,2024,2935.0,118.53,0.0,3053.53
22,Derek Zuniga,6,2024,2935.0,0.0,0.0,2935.0
22,Derek Zuniga,7,2024,2935.0,280.76,0.0,3215.76
22,Derek Zuniga,8,2024,2935.0,0.0,0.0,2935.0
22,Derek Zuniga,9,2024,2935.0,260.95,0.0,3195.95
